claim_id,retailer_id,claim_date,invoice_id,promo_id,claim_type,claimed_amount_usd,Raw_Claim_Text,supporting_doc_ref
CLM-0343,RET-002,2026-05-18,INV-002-0001,,Freight,207.22,FREIGHT RECOVERY USD 207.22 INV INV-002-0001,DOC-0343.pdf
CLM-0344,RET-005,2026-08-23,INV-005-0012,,Listing Fee,885.44,"LISTING FEE Q3 - USD 885.44 - ref INV-005-0012  //fwd from finance team, pls action",DOC-0344.pdf
CLM-0345,RET-003,2026-03-27,INV-003-0013,,Price Difference,198.98,invoice priced higher than trade terms. diff $198.98,DOC-0345.pdf
CLM-0346,RET-004,2026-01-20,INV-004-0017,,Listing Fee,3414.0,"ANNUAL LISTING FEE NEW SKU. USD 3,414.00. PER TRADE TERMS",
CLM-0347,RET-005,2026-03-19,INV-005-0001,,Shortage,76.16,QTY SHORTAGE CLAIM $76.16,DOC-0347.pdf
CLM-0348,RET-005,2026-01-31,INV-005-0007,,Promo Discount Support,1897.12,"Deduction taken: Back-to-Campus support. USD 1,897.12. contact acct team for query",DOC-0348.pdf
CLM-0349,RET-006,2026-05-03,INV-006-0000,,Freight,429.92,DELIVERY CHARGE BACK $429.92,DOC-0349.pdf
CLM-0350,RET-003,2025-12-22,INV-003-0015,PRM-0017,Co-op Marketing,708.61,CO-OP MARKETING CONTRIBUTION DIAPER INTRO OFFER USD 708.61,
CLM-0351,RET-001,2026-03-21,INV-001-0018,,Damages,40.07,"damaged stock on delivery INV-001-0018, claiming USD 40.07",DOC-0351.pdf
CLM-0352,RET-005,2026-06-17,INV-005-0010,,Promo Discount Support,1800.97,"Pls process promo support for Shelf Reset as per agreement. amt $1,800.97. inv ref INV-005-0010",
CLM-0353,RET-004,2026-08-13,INV-004-0009,PRM-0020,Promo Discount Support,1398.63,"Pls process promo support for Ramadan Bundle as per agreement. amt USD 1,398.63. inv ref INV-004-0009",DOC-0353.pdf
CLM-0354,RET-006,2025-11-25,INV-006-0012,PRM-0035,Promo Discount Support,856.28,"Pls process promo support for Back-to-Campus as per agreement. amt $856.28. inv ref INV-006-0012  //fwd from finance team, pls action",
CLM-0355,RET-005,2026-08-23,INV-005-0004,PRM-0029,Promo Discount Support,305.37,Pls process promo support for Shelf Reset as per agreement. amt USD 305.37. inv ref INV-005-0004,DOC-0355.pdf
CLM-0356,RET-001,2026-03-16,INV-001-0000,PRM-0004,Promo Discount Support,1207.61,"claiming promotional discount support Ramadan Bundle - total $1,207.61. see attached remittance",
CLM-0357,RET-006,2025-12-17,INV-006-0010,,Listing Fee,195.52,LISTING FEE Q3 - $195.52 - ref INV-006-0010,DOC-0357.pdf
CLM-0358,RET-004,2026-03-31,INV-004-0025,,Price Difference,66.69,invoice priced higher than trade terms. diff USD 66.69,DOC-0358.pdf
CLM-0359,RET-005,2025-10-20,INV-005-0006,PRM-0025,Promo Discount Support,1188.29,"PLS PROCESS PROMO SUPPORT FOR SHELF RESET AS PER AGREEMENT. AMT $1,188.29. INV REF INV-005-0006",DOC-0359.pdf
CLM-0360,RET-005,2026-04-30,INV-005-0013,,Listing Fee,887.63,Annual listing fee new SKU. $887.63. per trade terms,DOC-0360.pdf
CLM-0361,RET-003,2026-05-02,INV-003-0014,,Shortage,169.1,"short delivery on INV-003-0014. shortfall value USD 169.10  //fwd from finance team, pls action",
CLM-0362,RET-004,2026-04-22,INV-004-0011,,Listing Fee,983.99,LISTING FEE Q3 - USD 983.99 - ref INV-004-0011,DOC-0362.pdf
CLM-0363,RET-002,2025-10-17,INV-002-0004,PRM-0010,Co-op Marketing,748.51,MARKETING COOP CLAIM - USD 748.51,DOC-0363.pdf
CLM-0364,RET-005,2026-07-04,INV-005-0014,PRM-0025,Promo Discount Support,1175.99,"CLAIMING PROMOTIONAL DISCOUNT SUPPORT SHELF RESET - TOTAL $1,175.99. SEE ATTACHED REMITTANCE",DOC-0364.pdf
CLM-0365,RET-002,2026-08-23,INV-002-0007,,Listing Fee,195.3,Annual listing fee new SKU. $195.30. per trade terms,DOC-0365.pdf
CLM-0366,RET-001,2025-11-25,INV-001-0024,,Shortage,102.41,short delivery on INV-001-0024. shortfall value USD 102.41,DOC-0366.pdf
CLM-0367,RET-006,2025-11-07,INV-006-0008,,Price Difference,80.9,invoice priced higher than trade terms. diff $80.90,DOC-0367.pdf
CLM-0368,RET-002,2025-11-26,INV-002-0004,,Price Difference,128.6,"price diff vs agreed list, claiming USD 128.60, inv INV-002-0004",DOC-0368.pdf
CLM-0369,RET-006,2026-07-28,INV-006-0001,,Price Difference,89.95,INVOICE PRICED HIGHER THAN TRADE TERMS. DIFF $89.95,DOC-0369.pdf
CLM-0370,RET-002,2025-10-22,INV-002-0004,,Freight,382.33,DELIVERY CHARGE BACK $382.33,DOC-0370.pdf
CLM-0371,RET-004,2026-03-14,INV-004-0011,,Shortage,40.05,QTY SHORTAGE CLAIM $40.05,DOC-0371.pdf
CLM-0372,RET-006,2026-01-19,INV-006-0018,,Freight,384.44,"delivery charge back $384.44  //fwd from finance team, pls action",DOC-0372.pdf
CLM-0373,RET-003,2026-03-08,INV-003-0013,,Damages,46.7,"DMG claim $46.70 - pls credit note  //fwd from finance team, pls action",DOC-0373.pdf
CLM-0374,RET-004,2025-10-31,INV-004-0007,,Damages,40.53,DMG claim USD 40.53 - pls credit note,
CLM-0375,RET-002,2026-08-23,INV-002-0005,,Shortage,78.57,qty shortage claim $78.57,DOC-0375.pdf
CLM-0376,RET-004,2026-01-02,INV-004-0017,,Freight,314.09,FREIGHT RECOVERY USD 314.09 INV INV-004-0017,DOC-0376.pdf
CLM-0377,RET-003,2026-04-30,INV-003-0002,,Damages,70.52,"DAMAGED STOCK ON DELIVERY INV-003-0002, CLAIMING USD 70.52",DOC-0377.pdf
CLM-0378,RET-005,2026-03-07,INV-005-0006,,Price Difference,182.58,"price diff vs agreed list, claiming $182.58, inv INV-005-0006",DOC-0378.pdf
CLM-0379,RET-006,2026-03-21,INV-006-0015,PRM-0031,Promo Discount Support,616.64,Pls process promo support for Ramadan Bundle as per agreement. amt $616.64. inv ref INV-006-0015,
CLM-0380,RET-005,2026-05-24,INV-005-0002,,Price Difference,284.15,"PRICE DIFF VS AGREED LIST, CLAIMING USD 284.15, INV INV-005-0002",
CLM-0381,RET-006,2026-08-09,INV-006-0016,,Shortage,72.29,qty shortage claim $72.29,DOC-0381.pdf
CLM-0382,RET-006,2026-06-24,INV-006-0013,PRM-0031,Promo Discount Support,623.43,claiming promotional discount support Ramadan Bundle - total USD 623.43. see attached remittance,DOC-0382.pdf
CLM-0383,RET-003,2026-02-10,INV-003-0015,,Price Difference,166.95,INVOICE PRICED HIGHER THAN TRADE TERMS. DIFF USD 166.95,
CLM-0384,RET-003,2026-04-03,INV-003-0005,PRM-0015,Promo Discount Support,1336.47,"claiming promotional discount support Back-to-Campus - total $1,336.47. see attached remittance",DOC-0384.pdf
CLM-0385,RET-001,2026-05-05,INV-001-0028,,Promo Discount Support,1277.7,"PLS PROCESS PROMO SUPPORT FOR DIAPER INTRO OFFER AS PER AGREEMENT. AMT USD 1,277.70. INV REF INV-001-0028",DOC-0385.pdf
CLM-0386,RET-006,2026-08-05,INV-006-0002,,Freight,162.09,DELIVERY CHARGE BACK $162.09,DOC-0386.pdf
CLM-0387,RET-003,2026-05-14,INV-003-0002,PRM-0011,Promo Discount Support,582.62,CLAIMING PROMOTIONAL DISCOUNT SUPPORT FESTIVE GIFTING - TOTAL $582.62. SEE ATTACHED REMITTANCE,DOC-0387.pdf
CLM-0388,RET-006,2026-02-19,INV-006-0003,,Shortage,39.83,QTY SHORTAGE CLAIM $39.83,DOC-0388.pdf
CLM-0389,RET-006,2026-01-11,INV-006-0005,,Price Difference,337.72,"price diff vs agreed list, claiming $337.72, inv INV-006-0005",DOC-0389.pdf
CLM-0390,RET-003,2026-03-11,INV-003-0011,,Co-op Marketing,5081.91,"CO-OP MARKETING CONTRIBUTION BACK-TO-CAMPUS USD 5,081.91",
CLM-0391,RET-001,2025-12-25,INV-001-0041,PRM-0002,Promo Discount Support,928.86,Pls process promo support for Ramadan Bundle as per agreement. amt USD 928.86. inv ref INV-001-0041,DOC-0391.pdf
CLM-0392,RET-003,2026-07-17,INV-003-0000,,Freight,341.82,freight recovery USD 341.82 inv INV-003-0000,
CLM-0393,RET-005,2026-03-14,INV-005-0007,PRM-0029,Co-op Marketing,310.1,CO-OP MARKETING CONTRIBUTION SHELF RESET USD 310.10,DOC-0393.pdf
CLM-0394,RET-001,2026-07-30,INV-001-0003,,Damages,40.22,GOODS RECEIVED DAMAGED. RAISING CLAIM $40.22. PHOTOS W/ STORE MGR,DOC-0394.pdf
CLM-0395,RET-006,2026-02-14,INV-006-0001,,Freight,231.52,delivery charge back USD 231.52,DOC-0395.pdf
CLM-0396,RET-004,2026-04-27,INV-004-0002,,Price Difference,39.69,invoice priced higher than trade terms. diff $39.69,DOC-0396.pdf
CLM-0397,RET-002,2025-11-19,INV-002-0004,PRM-0008,Promo Discount Support,1834.29,"DEDUCTION TAKEN: DIAPER INTRO OFFER SUPPORT. USD 1,834.29. CONTACT ACCT TEAM FOR QUERY  //fwd from finance team, pls action",DOC-0397.pdf
CLM-0398,RET-004,2026-05-01,INV-004-0021,,Damages,193.17,"damaged stock on delivery INV-004-0021, claiming USD 193.17",DOC-0398.pdf
CLM-0399,RET-003,2025-09-17,INV-003-0010,PRM-0013,Damages,292.83,Goods received damaged. Raising claim $292.83. photos w/ store mgr,DOC-0399.pdf
CLM-0400,RET-006,2026-02-21,INV-006-0001,,Freight,452.17,"FREIGHT RECOVERY USD 452.17 INV INV-006-0001  //fwd from finance team, pls action",DOC-0400.pdf
CLM-0401,RET-003,2026-07-16,INV-003-0001,,Promo Discount Support,1215.76,"Deduction taken: Shelf Reset support. $1,215.76. contact acct team for query",DOC-0401.pdf
CLM-0402,RET-003,2026-06-02,INV-003-0002,PRM-0015,Promo Discount Support,1154.23,"Pls process promo support for Back-to-Campus as per agreement. amt $1,154.23. inv ref INV-003-0002  //fwd from finance team, pls action",DOC-0402.pdf
CLM-0403,RET-003,2026-08-23,INV-003-0008,,Price Difference,327.11,"price diff vs agreed list, claiming USD 327.11, inv INV-003-0008",DOC-0403.pdf
CLM-0404,RET-005,2026-06-25,INV-005-0008,,Freight,288.41,"delivery charge back $288.41  //fwd from finance team, pls action",DOC-0404.pdf
CLM-0405,RET-005,2026-03-14,INV-005-0007,PRM-0027,Co-op Marketing,1385.54,"co-op marketing contribution Mid-Year Mega $1,385.54",DOC-0405.pdf
CLM-0406,RET-006,2025-12-19,INV-006-0003,PRM-0032,Co-op Marketing,324.26,marketing coop claim - USD 324.26,DOC-0406.pdf
CLM-0407,RET-005,2026-06-21,INV-005-0012,PRM-0024,Co-op Marketing,3269.22,"co-op marketing contribution Diaper Intro Offer USD 3,269.22",DOC-0407.pdf
CLM-0408,RET-003,2025-10-28,INV-003-0010,PRM-0011,Promo Discount Support,597.43,"Pls process promo support for Festive Gifting as per agreement. amt $597.43. inv ref INV-003-0010  //fwd from finance team, pls action",DOC-0408.pdf
CLM-0409,RET-002,2026-06-06,INV-002-0001,PRM-0009,Co-op Marketing,1082.5,"marketing coop claim - $1,082.50",
CLM-0410,RET-002,2025-11-23,INV-002-0011,,Price Difference,150.76,INVOICE PRICED HIGHER THAN TRADE TERMS. DIFF USD 150.76,DOC-0410.pdf
CLM-0411,RET-004,2026-08-23,INV-004-0024,,Freight,145.72,delivery charge back USD 145.72,DOC-0411.pdf
CLM-0412,RET-003,2026-04-20,INV-003-0011,PRM-0011,Co-op Marketing,952.1,CO-OP MARKETING CONTRIBUTION FESTIVE GIFTING $952.10,DOC-0412.pdf
CLM-0413,RET-004,2026-08-14,INV-004-0009,,Price Difference,234.62,invoice priced higher than trade terms. diff $234.62,DOC-0413.pdf
CLM-0414,RET-006,2026-08-18,INV-006-0016,PRM-0034,Promo Discount Support,726.78,"PLS PROCESS PROMO SUPPORT FOR SHELF RESET AS PER AGREEMENT. AMT $726.78. INV REF INV-006-0016  //fwd from finance team, pls action",DOC-0414.pdf
CLM-0415,RET-001,2025-12-06,INV-001-0017,PRM-0006,Co-op Marketing,449.35,marketing coop claim - $449.35,DOC-0415.pdf
CLM-0416,RET-004,2026-08-22,INV-004-0005,,Shortage,89.59,short delivery on INV-004-0005. shortfall value USD 89.59,
CLM-0417,RET-004,2026-08-23,INV-004-0006,,Price Difference,46.05,invoice priced higher than trade terms. diff $46.05  (resubmission - not yet paid?),
CLM-0418,RET-003,2026-08-23,INV-003-0000,,Listing Fee,609.02,Annual listing fee new SKU. $609.02. per trade terms,DOC-0418.pdf
CLM-0419,RET-004,2026-07-06,INV-004-0009,,Shortage,217.18,short delivery on INV-004-0009. shortfall value USD 217.18,DOC-0419.pdf
CLM-0420,RET-006,2026-05-03,INV-006-0013,,Listing Fee,394.71,"Annual listing fee new SKU. USD 394.71. per trade terms  //fwd from finance team, pls action",DOC-0420.pdf
CLM-0421,RET-004,2026-01-08,INV-004-0021,,Shortage,82.2,SHORT DELIVERY ON INV-004-0021. SHORTFALL VALUE USD 82.20,
CLM-0422,RET-001,2026-02-07,INV-001-0040,,Shortage,325.11,"qty shortage claim USD 325.11  //fwd from finance team, pls action",DOC-0422.pdf
CLM-0423,RET-004,2026-05-12,INV-004-0011,,Shortage,39.45,qty shortage claim USD 39.45,DOC-0423.pdf
CLM-0424,RET-002,2026-06-28,INV-002-0006,,Price Difference,283.55,invoice priced higher than trade terms. diff $283.55,DOC-0424.pdf
CLM-0425,RET-005,2026-07-02,INV-005-0009,,Freight,339.65,delivery charge back USD 339.65,
CLM-0426,RET-004,2026-08-23,INV-004-0012,,Shortage,104.89,"qty shortage claim USD 104.89  //fwd from finance team, pls action",DOC-0426.pdf
CLM-0427,RET-003,2026-03-26,INV-003-0014,,Shortage,285.84,short delivery on INV-003-0014. shortfall value USD 285.84,DOC-0427.pdf
CLM-0428,RET-006,2026-06-06,INV-006-0004,,Listing Fee,394.92,"LISTING FEE Q3 - USD 394.92 - ref INV-006-0004  //fwd from finance team, pls action",
CLM-0429,RET-005,2026-08-23,INV-005-0003,PRM-0026,Co-op Marketing,483.33,marketing coop claim - USD 483.33,DOC-0429.pdf
CLM-0430,RET-004,2026-08-03,INV-004-0001,,Freight,120.68,delivery charge back $120.68,DOC-0430.pdf
CLM-0431,RET-002,2026-07-10,INV-002-0006,,Damages,39.91,GOODS RECEIVED DAMAGED. RAISING CLAIM $39.91. PHOTOS W/ STORE MGR,DOC-0431.pdf
CLM-0432,RET-001,2026-08-23,INV-001-0015,PRM-0005,Co-op Marketing,1067.15,"co-op marketing contribution Diaper Intro Offer USD 1,067.15",
CLM-0433,RET-006,2026-08-23,INV-006-0007,,Shortage,40.52,short delivery on INV-006-0007. shortfall value USD 40.52,DOC-0433.pdf
CLM-0434,RET-006,2026-01-11,INV-006-0012,,Price Difference,39.59,"price diff vs agreed list, claiming $39.59, inv INV-006-0012",DOC-0434.pdf
CLM-0435,RET-005,2026-08-23,INV-005-0004,,Price Difference,72.9,INVOICE PRICED HIGHER THAN TRADE TERMS. DIFF $72.90,DOC-0435.pdf
CLM-0436,RET-005,2025-12-07,INV-005-0011,PRM-0024,Co-op Marketing,1603.42,"co-op marketing contribution Diaper Intro Offer USD 1,603.42",DOC-0436.pdf
CLM-0437,RET-004,2026-08-23,INV-004-0014,PRM-0019,Promo Discount Support,1405.04,"PLS PROCESS PROMO SUPPORT FOR SHELF RESET AS PER AGREEMENT. AMT USD 1,405.04. INV REF INV-004-0014",
CLM-0438,RET-006,2026-01-12,INV-006-0009,,Freight,76.85,delivery charge back $76.85,DOC-0438.pdf
CLM-0439,RET-002,2026-08-23,INV-002-0010,PRM-0010,Promo Discount Support,780.74,PLS PROCESS PROMO SUPPORT FOR PAYDAY SALE AS PER AGREEMENT. AMT $780.74. INV REF INV-002-0010,DOC-0439.pdf
CLM-0440,RET-001,2026-08-23,INV-001-0002,,Damages,40.18,Goods received damaged. Raising claim USD 40.18. photos w/ store mgr,DOC-0440.pdf
CLM-0441,RET-006,2026-07-13,INV-006-0007,,Damages,117.45,"damaged stock on delivery INV-006-0007, claiming $117.45",DOC-0441.pdf
CLM-0442,RET-005,2026-02-23,INV-005-0002,PRM-0024,Co-op Marketing,1554.15,"marketing coop claim - $1,554.15",DOC-0442.pdf
CLM-0443,RET-002,2026-07-02,INV-002-0008,,Damages,39.05,Goods received damaged. Raising claim $39.05. photos w/ store mgr,DOC-0443.pdf
CLM-0444,RET-005,2026-04-19,INV-005-0001,,Damages,306.76,"DMG CLAIM $306.76 - PLS CREDIT NOTE  //fwd from finance team, pls action",DOC-0444.pdf
CLM-0445,RET-001,2026-08-01,INV-001-0039,,Damages,42.66,DMG CLAIM $42.66 - PLS CREDIT NOTE  (resubmission - not yet paid?),
CLM-0446,RET-001,2026-01-17,INV-001-0033,PRM-0002,Co-op Marketing,900.68,"MARKETING COOP CLAIM - USD 900.68  //fwd from finance team, pls action",DOC-0446.pdf
CLM-0447,RET-001,2026-04-30,INV-001-0038,PRM-0003,Promo Discount Support,416.1,DEDUCTION TAKEN: RAMADAN BUNDLE SUPPORT. USD 416.10. CONTACT ACCT TEAM FOR QUERY,
CLM-0448,RET-001,2026-03-05,INV-001-0000,PRM-0001,Co-op Marketing,1387.76,"MARKETING COOP CLAIM - USD 1,387.76",DOC-0448.pdf
CLM-0449,RET-004,2026-07-12,INV-004-0009,,Promo Discount Support,1010.26,"DEDUCTION TAKEN: BACK-TO-CAMPUS SUPPORT. $1,010.26. CONTACT ACCT TEAM FOR QUERY  //fwd from finance team, pls action",
CLM-0450,RET-004,2026-02-23,INV-004-0007,,Freight,162.69,delivery charge back $162.69,DOC-0450.pdf
CLM-0451,RET-006,2026-01-27,INV-006-0012,,Damages,40.77,Goods received damaged. Raising claim USD 40.77. photos w/ store mgr,
CLM-0452,RET-001,2026-01-20,INV-001-0021,,Freight,465.76,"delivery charge back $465.76  //fwd from finance team, pls action",DOC-0452.pdf
CLM-0453,RET-005,2025-11-12,INV-005-0011,PRM-0025,Co-op Marketing,1180.35,"marketing coop claim - USD 1,180.35",DOC-0453.pdf
CLM-0454,RET-002,2026-05-29,INV-002-0006,,Price Difference,461.33,invoice priced higher than trade terms. diff $461.33,DOC-0454.pdf
CLM-0455,RET-005,2026-08-03,INV-005-0012,PRM-0028,Promo Discount Support,1604.37,"claiming promotional discount support Payday Sale - total USD 1,604.37. see attached remittance",DOC-0455.pdf
CLM-0456,RET-003,2026-05-12,INV-003-0016,,Listing Fee,395.02,Annual listing fee new SKU. $395.02. per trade terms,DOC-0456.pdf
CLM-0457,RET-001,2026-03-21,INV-001-0040,PRM-0002,Promo Discount Support,887.6,"CLAIMING PROMOTIONAL DISCOUNT SUPPORT RAMADAN BUNDLE - TOTAL $887.60. SEE ATTACHED REMITTANCE  //fwd from finance team, pls action",DOC-0457.pdf
CLM-0458,RET-006,2025-10-26,INV-006-0011,,Listing Fee,911.96,ANNUAL LISTING FEE NEW SKU. USD 911.96. PER TRADE TERMS,
CLM-0459,RET-005,2026-08-23,INV-005-0004,,Price Difference,96.46,"price diff vs agreed list, claiming $96.46, inv INV-005-0004",DOC-0459.pdf
CLM-0460,RET-005,2026-07-16,INV-005-0010,,Promo Discount Support,1335.3,"Deduction taken: Payday Sale support. $1,335.30. contact acct team for query",DOC-0460.pdf
CLM-0461,RET-002,2026-08-23,INV-002-0005,,Price Difference,150.6,"price diff vs agreed list, claiming $150.60, inv INV-002-0005",DOC-0461.pdf
CLM-0462,RET-003,2026-03-29,INV-003-0013,PRM-0016,Promo Discount Support,1279.31,"Deduction taken: Diaper Intro Offer support. USD 1,279.31. contact acct team for query",DOC-0462.pdf
CLM-0463,RET-002,2026-06-07,INV-002-0003,,Shortage,50.87,QTY SHORTAGE CLAIM $50.87,
CLM-0464,RET-002,2026-07-27,INV-002-0003,,Listing Fee,591.08,LISTING FEE Q3 - $591.08 - ref INV-002-0003  (resubmission - not yet paid?),DOC-0464.pdf
CLM-0465,RET-003,2026-03-18,INV-003-0005,,Damages,239.91,"DAMAGED STOCK ON DELIVERY INV-003-0005, CLAIMING USD 239.91",DOC-0465.pdf
CLM-0466,RET-002,2026-05-17,INV-002-0006,,Damages,65.02,"damaged stock on delivery INV-002-0006, claiming $65.02  //fwd from finance team, pls action",DOC-0466.pdf
CLM-0467,RET-002,2026-05-09,INV-002-0006,,Damages,39.3,Goods received damaged. Raising claim USD 39.30. photos w/ store mgr,DOC-0467.pdf
CLM-0468,RET-006,2026-01-10,INV-006-0017,PRM-0034,Promo Discount Support,724.57,Deduction taken: Shelf Reset support. $724.57. contact acct team for query,DOC-0468.pdf
CLM-0469,RET-002,2026-08-23,INV-002-0005,,Damages,77.89,"DAMAGED STOCK ON DELIVERY INV-002-0005, CLAIMING $77.89  //fwd from finance team, pls action",
CLM-0470,RET-001,2025-12-13,INV-001-0036,PRM-0005,Promo Discount Support,1050.64,"Deduction taken: Diaper Intro Offer support. USD 1,050.64. contact acct team for query",DOC-0470.pdf
CLM-0471,RET-001,2025-09-20,INV-001-0025,,Freight,128.27,"FREIGHT RECOVERY $128.27 INV INV-001-0025  //fwd from finance team, pls action",DOC-0471.pdf
CLM-0472,RET-004,2026-05-28,INV-004-0003,PRM-0018,Promo Discount Support,884.96,DEDUCTION TAKEN: FESTIVE GIFTING SUPPORT. $884.96. CONTACT ACCT TEAM FOR QUERY,DOC-0472.pdf
CLM-0473,RET-003,2026-01-11,INV-003-0012,,Price Difference,674.3,invoice priced higher than trade terms. diff USD 674.30,DOC-0473.pdf
CLM-0474,RET-002,2026-05-29,INV-002-0001,PRM-0008,Promo Discount Support,1553.69,"PLS PROCESS PROMO SUPPORT FOR DIAPER INTRO OFFER AS PER AGREEMENT. AMT $1,553.69. INV REF INV-002-0001",DOC-0474.pdf
CLM-0475,RET-006,2026-01-07,INV-006-0009,,Damages,39.65,Goods received damaged. Raising claim USD 39.65. photos w/ store mgr,DOC-0475.pdf
CLM-0476,RET-006,2025-12-14,INV-006-0010,,Listing Fee,196.13,"LISTING FEE Q3 - $196.13 - ref INV-006-0010  //fwd from finance team, pls action",DOC-0476.pdf
CLM-0477,RET-006,2026-01-30,INV-006-0014,,Listing Fee,399.36,"LISTING FEE Q3 - USD 399.36 - ref INV-006-0014  //fwd from finance team, pls action",DOC-0477.pdf
CLM-0478,RET-002,2026-08-20,INV-002-0005,,Listing Fee,592.49,ANNUAL LISTING FEE NEW SKU. $592.49. PER TRADE TERMS,DOC-0478.pdf
CLM-0479,RET-001,2025-10-31,INV-001-0008,PRM-0006,Promo Discount Support,438.91,Deduction taken: Night Pad Launch support. $438.91. contact acct team for query,
