claim_id,retailer_id,contract_id,claim_type,claimed_amount_usd,verdict,gate,reason,entitled_amount_usd,excess_usd,basis,citation,decided_at
CLM-0186,RET-006,CONTRACT_BETA,Shortage,62.31,AUTO_CLEAR,2-materiality,US$62.31 below the US$150 review threshold,62.31,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0187,RET-003,CONTRACT_ALPHA,Co-op Marketing,1286.03,REJECT,5-duplicate,"same retailer, invoice, type and amount as CLM-0004 (2026-01-27)",0.0,1286.03,,"trade_terms_appendix.md clause A5.1: ""Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.""",2026-08-25T16:58:22Z
CLM-0188,RET-003,CONTRACT_ALPHA,Freight,373.22,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0189,RET-004,CONTRACT_BETA,Co-op Marketing,907.58,AUTO_CLEAR,0-clear,passed every gate,905.09,0.0,agreed support on PRM-0018,,2026-08-25T16:58:22Z
CLM-0190,RET-002,CONTRACT_ALPHA,Promo Discount Support,1128.03,AUTO_CLEAR,0-clear,passed every gate,1108.93,0.0,agreed support on PRM-0009,,2026-08-25T16:58:22Z
CLM-0191,RET-005,CONTRACT_BETA,Shortage,41.41,AUTO_CLEAR,2-materiality,US$41.41 below the US$150 review threshold,41.41,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0192,RET-004,CONTRACT_BETA,Freight,270.34,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0193,RET-001,CONTRACT_ALPHA,Unclassified,1044.86,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0194,RET-004,CONTRACT_BETA,Damages,113.77,AUTO_CLEAR,2-materiality,US$113.77 below the US$150 review threshold,113.77,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0195,RET-005,CONTRACT_BETA,Price Difference,181.65,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0196,RET-006,CONTRACT_BETA,Freight,360.31,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0197,RET-004,CONTRACT_BETA,Shortage,54.32,AUTO_CLEAR,2-materiality,US$54.32 below the US$150 review threshold,54.32,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0198,RET-005,CONTRACT_BETA,Listing Fee,201.79,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0199,RET-001,CONTRACT_ALPHA,Listing Fee,887.49,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0200,RET-006,CONTRACT_BETA,Freight,207.91,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0201,RET-002,CONTRACT_ALPHA,Freight,265.73,REJECT,5-duplicate,"same retailer, invoice, type and amount as CLM-0005 (2025-11-09)",0.0,265.73,,"trade_terms_appendix.md clause A5.1: ""Two claims are treated as duplicates where they share the same Retailer, the same Supplier invoice reference, the same claim type and the same claimed amount.""",2026-08-25T16:58:22Z
CLM-0202,RET-003,CONTRACT_ALPHA,Co-op Marketing,861.97,AUTO_CLEAR,0-clear,passed every gate,863.79,0.0,agreed support on PRM-0014,,2026-08-25T16:58:22Z
CLM-0203,RET-006,CONTRACT_BETA,Shortage,70.1,AUTO_CLEAR,2-materiality,US$70.10 below the US$150 review threshold,70.1,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0204,RET-006,CONTRACT_BETA,Promo Discount Support,609.76,AUTO_CLEAR,0-clear,passed every gate,608.88,0.0,agreed support on PRM-0031,,2026-08-25T16:58:22Z
CLM-0205,RET-003,CONTRACT_ALPHA,Listing Fee,2966.01,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0206,RET-001,CONTRACT_ALPHA,Promo Discount Support,911.92,HOLD,6-substantiation,no supporting document and above the materiality threshold,906.34,0.0,agreed support on PRM-0002,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0207,RET-003,CONTRACT_ALPHA,Damages,39.12,AUTO_CLEAR,2-materiality,US$39.12 below the US$150 review threshold,39.12,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0208,RET-006,CONTRACT_BETA,Promo Discount Support,306.88,REJECT,3-clause,promotional support claimed with no pre-approved promotion reference,0.0,306.88,,"contract_beta.md clause 5.2: ""A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.""",2026-08-25T16:58:22Z
CLM-0209,RET-005,CONTRACT_BETA,Promo Discount Support,1192.8,AUTO_CLEAR,0-clear,passed every gate,1187.57,0.0,agreed support on PRM-0025,,2026-08-25T16:58:22Z
CLM-0210,RET-003,CONTRACT_ALPHA,Co-op Marketing,943.15,REJECT,4-arithmetic,claimed US$943.15 vs recomputed US$704.92 (tolerance US$50.00),704.92,238.23,agreed support on PRM-0017,"trade_terms_appendix.md clause A2.1: ""A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.""",2026-08-25T16:58:22Z
CLM-0211,RET-001,CONTRACT_ALPHA,Co-op Marketing,1559.02,REJECT,4-arithmetic,"claimed US$1,559.02 vs recomputed US$1,373.17 (tolerance US$68.66)",1373.17,185.85,agreed support on PRM-0001,"trade_terms_appendix.md clause A2.1: ""A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.""",2026-08-25T16:58:22Z
CLM-0212,RET-005,CONTRACT_BETA,Listing Fee,892.64,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0213,RET-004,CONTRACT_BETA,Co-op Marketing,894.1,AUTO_CLEAR,0-clear,passed every gate,905.09,0.0,agreed support on PRM-0018,,2026-08-25T16:58:22Z
CLM-0214,RET-002,CONTRACT_ALPHA,Listing Fee,400.11,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0215,RET-005,CONTRACT_BETA,Price Difference,94.58,AUTO_CLEAR,2-materiality,US$94.58 below the US$150 review threshold,94.58,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0216,RET-002,CONTRACT_ALPHA,Shortage,69.52,AUTO_CLEAR,2-materiality,US$69.52 below the US$150 review threshold,69.52,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0217,RET-003,CONTRACT_ALPHA,Shortage,154.64,REJECT,1-window,"submitted 121 days after invoice, window is 90 days",0.0,154.64,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0218,RET-002,CONTRACT_ALPHA,Damages,188.41,REJECT,1-window,"submitted 113 days after invoice, window is 90 days",0.0,188.41,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0219,RET-005,CONTRACT_BETA,Damages,40.14,AUTO_CLEAR,2-materiality,US$40.14 below the US$150 review threshold,40.14,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0220,RET-002,CONTRACT_ALPHA,Damages,39.51,AUTO_CLEAR,2-materiality,US$39.51 below the US$150 review threshold,39.51,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0221,RET-002,CONTRACT_ALPHA,Listing Fee,612.73,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0222,RET-002,CONTRACT_ALPHA,Price Difference,286.32,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0223,RET-002,CONTRACT_ALPHA,Shortage,90.43,AUTO_CLEAR,2-materiality,US$90.43 below the US$150 review threshold,90.43,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0224,RET-004,CONTRACT_BETA,Listing Fee,204.64,REJECT,1-window,"submitted 130 days after invoice, window is 120 days",0.0,204.64,,"contract_beta.md clause 7.2: ""Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.""",2026-08-25T16:58:22Z
CLM-0225,RET-001,CONTRACT_ALPHA,Promo Discount Support,1177.27,AUTO_CLEAR,0-clear,passed every gate,1193.87,0.0,agreed support on PRM-0004,,2026-08-25T16:58:22Z
CLM-0226,RET-006,CONTRACT_BETA,Freight,278.38,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0227,RET-002,CONTRACT_ALPHA,Damages,39.34,AUTO_CLEAR,2-materiality,US$39.34 below the US$150 review threshold,39.34,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0228,RET-001,CONTRACT_ALPHA,Price Difference,115.08,AUTO_CLEAR,2-materiality,US$115.08 below the US$150 review threshold,115.08,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0229,RET-003,CONTRACT_ALPHA,Listing Fee,889.78,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0230,RET-001,CONTRACT_ALPHA,Listing Fee,969.07,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0231,RET-003,CONTRACT_ALPHA,Shortage,56.89,AUTO_CLEAR,2-materiality,US$56.89 below the US$150 review threshold,56.89,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0232,RET-002,CONTRACT_ALPHA,Price Difference,136.84,AUTO_CLEAR,2-materiality,US$136.84 below the US$150 review threshold,136.84,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0233,RET-001,CONTRACT_ALPHA,Damages,40.83,AUTO_CLEAR,2-materiality,US$40.83 below the US$150 review threshold,40.83,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0234,RET-002,CONTRACT_ALPHA,Price Difference,113.08,AUTO_CLEAR,2-materiality,US$113.08 below the US$150 review threshold,113.08,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0235,RET-004,CONTRACT_BETA,Price Difference,673.77,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0236,RET-004,CONTRACT_BETA,Promo Discount Support,1060.13,AUTO_CLEAR,0-clear,passed every gate,1041.18,0.0,agreed support on PRM-0023,,2026-08-25T16:58:22Z
CLM-0237,RET-001,CONTRACT_ALPHA,Price Difference,179.72,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0238,RET-001,CONTRACT_ALPHA,Unclassified,430.65,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0239,RET-001,CONTRACT_ALPHA,Listing Fee,585.39,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0240,RET-002,CONTRACT_ALPHA,Listing Fee,886.27,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0241,RET-004,CONTRACT_BETA,Promo Discount Support,452.23,AUTO_CLEAR,0-clear,passed every gate,442.19,0.0,agreed support on PRM-0021,,2026-08-25T16:58:22Z
CLM-0242,RET-002,CONTRACT_ALPHA,Co-op Marketing,767.8,HOLD,6-substantiation,no supporting document and above the materiality threshold,765.65,0.0,agreed support on PRM-0010,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0243,RET-003,CONTRACT_ALPHA,Freight,254.51,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0244,RET-001,CONTRACT_ALPHA,Price Difference,643.57,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0245,RET-002,CONTRACT_ALPHA,Price Difference,146.95,AUTO_CLEAR,2-materiality,US$146.95 below the US$150 review threshold,146.95,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0246,RET-003,CONTRACT_ALPHA,Unclassified,580.2,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0247,RET-004,CONTRACT_BETA,Damages,39.98,AUTO_CLEAR,2-materiality,US$39.98 below the US$150 review threshold,39.98,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0248,RET-003,CONTRACT_ALPHA,Damages,299.03,REJECT,3-clause,"damages claimed at 4.50% of gross invoice, allowance is 1.5%",99.7,199.32,"21 damaged units x US$3.40, capped at 1.5% of invoice","contract_alpha.md clause 9.4: ""The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.""",2026-08-25T16:58:22Z
CLM-0249,RET-005,CONTRACT_BETA,Unclassified,1597.32,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0250,RET-004,CONTRACT_BETA,Listing Fee,4337.32,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0251,RET-006,CONTRACT_BETA,Price Difference,623.17,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0252,RET-005,CONTRACT_BETA,Co-op Marketing,1392.88,HOLD,6-substantiation,no supporting document and above the materiality threshold,1370.83,0.0,agreed support on PRM-0027,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0253,RET-001,CONTRACT_ALPHA,Co-op Marketing,1038.01,AUTO_CLEAR,0-clear,passed every gate,1062.83,0.0,agreed support on PRM-0005,,2026-08-25T16:58:22Z
CLM-0254,RET-004,CONTRACT_BETA,Co-op Marketing,1390.3,AUTO_CLEAR,0-clear,passed every gate,1378.79,0.0,agreed support on PRM-0020,,2026-08-25T16:58:22Z
CLM-0255,RET-005,CONTRACT_BETA,Price Difference,60.2,AUTO_CLEAR,2-materiality,US$60.20 below the US$150 review threshold,60.2,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0256,RET-005,CONTRACT_BETA,Price Difference,214.65,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0257,RET-004,CONTRACT_BETA,Co-op Marketing,440.85,AUTO_CLEAR,0-clear,passed every gate,442.19,0.0,agreed support on PRM-0021,,2026-08-25T16:58:22Z
CLM-0258,RET-002,CONTRACT_ALPHA,Co-op Marketing,750.73,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
CLM-0259,RET-003,CONTRACT_ALPHA,Promo Discount Support,705.48,AUTO_CLEAR,0-clear,passed every gate,704.92,0.0,agreed support on PRM-0017,,2026-08-25T16:58:22Z
CLM-0260,RET-004,CONTRACT_BETA,Freight,177.87,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0261,RET-002,CONTRACT_ALPHA,Promo Discount Support,1526.61,AUTO_CLEAR,0-clear,passed every gate,1524.43,0.0,agreed support on PRM-0008,,2026-08-25T16:58:22Z
CLM-0262,RET-002,CONTRACT_ALPHA,Co-op Marketing,749.42,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
CLM-0263,RET-002,CONTRACT_ALPHA,Shortage,40.76,AUTO_CLEAR,2-materiality,US$40.76 below the US$150 review threshold,40.76,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0264,RET-001,CONTRACT_ALPHA,Shortage,68.0,AUTO_CLEAR,2-materiality,US$68.00 below the US$150 review threshold,68.0,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0265,RET-002,CONTRACT_ALPHA,Freight,63.41,AUTO_CLEAR,2-materiality,US$63.41 below the US$150 review threshold,63.41,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0266,RET-005,CONTRACT_BETA,Freight,276.14,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0267,RET-002,CONTRACT_ALPHA,Damages,76.87,AUTO_CLEAR,2-materiality,US$76.87 below the US$150 review threshold,76.87,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0268,RET-004,CONTRACT_BETA,Listing Fee,4886.77,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0269,RET-005,CONTRACT_BETA,Damages,219.62,REJECT,3-clause,"damages claimed at 5.38% of gross invoice, allowance is 3.0%",122.46,97.16,"47 damaged units x US$3.30, capped at 3.0% of invoice","contract_beta.md clause 9.4: ""The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.""",2026-08-25T16:58:22Z
CLM-0270,RET-004,CONTRACT_BETA,Co-op Marketing,452.61,AUTO_CLEAR,0-clear,passed every gate,442.19,0.0,agreed support on PRM-0021,,2026-08-25T16:58:22Z
CLM-0271,RET-006,CONTRACT_BETA,Shortage,136.42,AUTO_CLEAR,2-materiality,US$136.42 below the US$150 review threshold,136.42,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0272,RET-004,CONTRACT_BETA,Freight,65.32,AUTO_CLEAR,2-materiality,US$65.32 below the US$150 review threshold,65.32,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0273,RET-005,CONTRACT_BETA,Damages,40.77,AUTO_CLEAR,2-materiality,US$40.77 below the US$150 review threshold,40.77,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0274,RET-002,CONTRACT_ALPHA,Promo Discount Support,1301.16,AUTO_CLEAR,0-clear,passed every gate,1297.71,0.0,agreed support on PRM-0007,,2026-08-25T16:58:22Z
CLM-0275,RET-003,CONTRACT_ALPHA,Co-op Marketing,872.91,HOLD,6-substantiation,no supporting document and above the materiality threshold,863.79,0.0,agreed support on PRM-0014,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0276,RET-004,CONTRACT_BETA,Co-op Marketing,896.35,AUTO_CLEAR,0-clear,passed every gate,905.09,0.0,agreed support on PRM-0018,,2026-08-25T16:58:22Z
CLM-0277,RET-005,CONTRACT_BETA,Damages,399.5,REJECT,3-clause,"damages claimed at 3.96% of gross invoice, allowance is 3.0%",302.48,97.02,"0 damaged units x US$2.60, capped at 3.0% of invoice","contract_beta.md clause 9.4: ""The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.""",2026-08-25T16:58:22Z
CLM-0278,RET-005,CONTRACT_BETA,Shortage,47.45,AUTO_CLEAR,2-materiality,US$47.45 below the US$150 review threshold,47.45,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0279,RET-005,CONTRACT_BETA,Co-op Marketing,1401.76,AUTO_CLEAR,0-clear,passed every gate,1370.83,0.0,agreed support on PRM-0027,,2026-08-25T16:58:22Z
CLM-0280,RET-003,CONTRACT_ALPHA,Co-op Marketing,1285.9,AUTO_CLEAR,0-clear,passed every gate,1302.41,0.0,agreed support on PRM-0016,,2026-08-25T16:58:22Z
CLM-0281,RET-002,CONTRACT_ALPHA,Co-op Marketing,760.5,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
