claim_id,retailer_id,contract_id,verdict,gate,claimed_amount_usd,excess_usd,source_document,clause,clause_text,decided_at
CLM-0346,RET-004,CONTRACT_BETA,HOLD,6-substantiation,3414.0,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0347,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,76.16,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0350,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,708.61,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0351,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.07,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0352,RET-005,CONTRACT_BETA,REJECT,3-clause,1800.97,1800.97,contract_beta.md,5.2,"A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.",2026-08-23T10:55:28Z
CLM-0354,RET-006,CONTRACT_BETA,HOLD,6-substantiation,856.28,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0356,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,1207.61,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0358,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,66.69,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0361,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,169.1,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0366,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,102.41,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0367,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,80.9,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0368,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,128.6,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0369,RET-006,CONTRACT_BETA,REJECT,1-window,89.95,89.95,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0371,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.05,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0373,RET-003,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,46.7,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0374,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.53,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0375,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,78.57,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0377,RET-003,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,70.52,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0378,RET-005,CONTRACT_BETA,REJECT,1-window,182.58,182.58,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0379,RET-006,CONTRACT_BETA,HOLD,6-substantiation,616.64,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0380,RET-005,CONTRACT_BETA,HOLD,6-substantiation,284.15,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0381,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,72.29,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0383,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,166.95,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0384,RET-003,CONTRACT_ALPHA,REJECT,4-arithmetic,1336.47,153.67,trade_terms_appendix.md,A2.1,"A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.",2026-08-23T10:55:28Z
CLM-0385,RET-001,CONTRACT_ALPHA,REJECT,3-clause,1277.7,1277.7,contract_alpha.md,5.2,"A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.",2026-08-23T10:55:28Z
CLM-0388,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.83,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0390,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,5081.91,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0392,RET-003,CONTRACT_ALPHA,HOLD,6-substantiation,341.82,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0394,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.22,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0396,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.69,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0398,RET-004,CONTRACT_BETA,REJECT,1-window,193.17,193.17,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0399,RET-003,CONTRACT_ALPHA,REJECT,3-clause,292.83,163.95,contract_alpha.md,9.4,The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.,2026-08-23T10:55:28Z
CLM-0407,RET-005,CONTRACT_BETA,HOLD,7-authority,3269.22,0.0,trade_terms_appendix.md,A3.2,"Claims above US$2,000 require Commercial Manager approval before settlement, regardless of whether the claim is otherwise valid and fully substantiated.",2026-08-23T10:55:28Z
CLM-0409,RET-002,CONTRACT_ALPHA,HOLD,6-substantiation,1082.5,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0411,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,145.72,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0412,RET-003,CONTRACT_ALPHA,REJECT,4-arithmetic,952.1,362.79,trade_terms_appendix.md,A2.1,"A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.",2026-08-23T10:55:28Z
CLM-0416,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,89.59,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0417,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,46.05,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0421,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,82.2,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0423,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.45,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0425,RET-005,CONTRACT_BETA,HOLD,6-substantiation,339.65,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0426,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,104.89,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0428,RET-006,CONTRACT_BETA,HOLD,6-substantiation,394.92,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0430,RET-004,CONTRACT_BETA,AUTO_CLEAR,2-materiality,120.68,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0431,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.91,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0432,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,1067.15,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0433,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.52,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0434,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.59,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0435,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,72.9,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0437,RET-004,CONTRACT_BETA,HOLD,6-substantiation,1405.04,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0438,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,76.85,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0440,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,40.18,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0441,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,117.45,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0443,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.05,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0444,RET-005,CONTRACT_BETA,REJECT,3-clause,306.76,104.85,contract_beta.md,9.4,The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.,2026-08-23T10:55:28Z
CLM-0445,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,42.66,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0447,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,416.1,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0449,RET-004,CONTRACT_BETA,HOLD,6-substantiation,1010.26,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0450,RET-004,CONTRACT_BETA,REJECT,1-window,162.69,162.69,contract_beta.md,7.2,Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.,2026-08-23T10:55:28Z
CLM-0451,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,40.77,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0458,RET-006,CONTRACT_BETA,HOLD,6-substantiation,911.96,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
CLM-0459,RET-005,CONTRACT_BETA,AUTO_CLEAR,2-materiality,96.46,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0463,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,50.87,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0464,RET-002,CONTRACT_ALPHA,REJECT,1-window,591.08,591.08,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0465,RET-003,CONTRACT_ALPHA,REJECT,3-clause,239.91,145.21,contract_alpha.md,9.4,The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.,2026-08-23T10:55:28Z
CLM-0466,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,65.02,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0467,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,39.3,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0469,RET-002,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,77.89,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0471,RET-001,CONTRACT_ALPHA,AUTO_CLEAR,2-materiality,128.27,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0473,RET-003,CONTRACT_ALPHA,REJECT,1-window,674.3,674.3,contract_alpha.md,7.2,Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.,2026-08-23T10:55:28Z
CLM-0475,RET-006,CONTRACT_BETA,AUTO_CLEAR,2-materiality,39.65,0.0,trade_terms_appendix.md,A2.3,"Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.",2026-08-23T10:55:28Z
CLM-0479,RET-001,CONTRACT_ALPHA,HOLD,6-substantiation,438.91,0.0,claim_substantiation_guidelines.md,G3.1,"A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.",2026-08-23T10:55:28Z
